accuracy,loss,val_accuracy,val_loss,learning_rate
0.7617812752723694,0.4311304986476898,0.9004999995231628,0.25819098949432373,0.0010000000474974513
0.8778749704360962,0.2501112222671509,0.8955000042915344,0.1950240284204483,0.0010000000474974513
0.885812520980835,0.21644343435764313,0.8970000147819519,0.18703670799732208,0.0010000000474974513
0.8896562457084656,0.2058994323015213,0.8987500071525574,0.18602988123893738,0.0010000000474974513
0.8946874737739563,0.19585636258125305,0.8957499861717224,0.18603558838367462,0.0010000000474974513
0.8968124985694885,0.18338896334171295,0.9077500104904175,0.1666816622018814,0.0010000000474974513
0.8987812399864197,0.18145759403705597,0.906374990940094,0.16321995854377747,0.0010000000474974513
0.9024375081062317,0.17420440912246704,0.9041249752044678,0.16943921148777008,0.0010000000474974513
0.8973437547683716,0.17377614974975586,0.9056249856948853,0.16490671038627625,0.0010000000474974513
0.9002812504768372,0.16867461800575256,0.9112499952316284,0.15610967576503754,0.0010000000474974513
0.9077500104904175,0.1650165468454361,0.9162499904632568,0.15239983797073364,0.0010000000474974513
0.907156229019165,0.16214190423488617,0.9150000214576721,0.1497258096933365,0.0010000000474974513
0.9100937247276306,0.15650781989097595,0.9125000238418579,0.1567133516073227,0.0010000000474974513
0.9122499823570251,0.15338453650474548,0.9196249842643738,0.14643260836601257,0.0010000000474974513
0.9094687700271606,0.1567714810371399,0.9154999852180481,0.14630228281021118,0.0010000000474974513
0.9096249938011169,0.1524878740310669,0.9196249842643738,0.14071646332740784,0.0010000000474974513
0.9139062762260437,0.14965291321277618,0.922249972820282,0.13664399087429047,0.0010000000474974513
0.9174374938011169,0.14642342925071716,0.9238749742507935,0.13584032654762268,0.0010000000474974513
0.9176874756813049,0.1483568400144577,0.9244999885559082,0.1347879022359848,0.0010000000474974513
0.9195625185966492,0.14223212003707886,0.9235000014305115,0.13795720040798187,0.0010000000474974513
0.9176250100135803,0.14291176199913025,0.9226250052452087,0.13632862269878387,0.0010000000474974513
0.9197499752044678,0.1399720311164856,0.9254999756813049,0.12970060110092163,0.0010000000474974513
0.9182500243186951,0.14263276755809784,0.922249972820282,0.13618560135364532,0.0010000000474974513
0.9237812757492065,0.13802671432495117,0.9262499809265137,0.13309960067272186,0.0010000000474974513
0.9284999966621399,0.1334809511899948,0.9362499713897705,0.12214646488428116,0.0010000000474974513
0.9269999861717224,0.1311979591846466,0.9330000281333923,0.12353731691837311,0.0010000000474974513
0.9285937547683716,0.12872377038002014,0.9361249804496765,0.12077789008617401,0.0010000000474974513
0.9288125038146973,0.13180522620677948,0.9315000176429749,0.12672893702983856,0.0010000000474974513
0.9292500019073486,0.12700073421001434,0.940625011920929,0.114996537566185,0.0010000000474974513
0.9325937628746033,0.1267695426940918,0.934374988079071,0.1265045404434204,0.0010000000474974513
0.9330000281333923,0.1228475570678711,0.9386249780654907,0.12005206942558289,0.0010000000474974513
0.9353125095367432,0.1237858235836029,0.937749981880188,0.12149516493082047,0.0010000000474974513
0.9357187747955322,0.11987894773483276,0.9309999942779541,0.13439126312732697,0.0010000000474974513
0.9341874718666077,0.11969724297523499,0.9403749704360962,0.11745074391365051,0.0010000000474974513
0.9387812614440918,0.11461895704269409,0.9415000081062317,0.11691519618034363,0.0005000000237487257
0.9401562213897705,0.10973425209522247,0.9447500109672546,0.11298702657222748,0.0005000000237487257
0.9415624737739563,0.11061783134937286,0.9427499771118164,0.11438535898923874,0.0005000000237487257
0.9405312538146973,0.11034204065799713,0.9452499747276306,0.11022400856018066,0.0005000000237487257
0.9416875243186951,0.10729008167982101,0.9462500214576721,0.10879360139369965,0.0005000000237487257
0.9435937404632568,0.10622567683458328,0.9440000057220459,0.11455710232257843,0.0005000000237487257
0.9419687390327454,0.10733932256698608,0.9451249837875366,0.11235911399126053,0.0005000000237487257
0.9428750276565552,0.10573422908782959,0.9474999904632568,0.10814624279737473,0.0005000000237487257
0.9456562399864197,0.10391433537006378,0.9483749866485596,0.10786130279302597,0.0005000000237487257
0.9458437561988831,0.10070519149303436,0.9487500190734863,0.10440006107091904,0.0005000000237487257
0.9469375014305115,0.10326936095952988,0.9449999928474426,0.10905194282531738,0.0005000000237487257
0.9440937638282776,0.10501953214406967,0.9462500214576721,0.10935112088918686,0.0005000000237487257
0.9443749785423279,0.10244181007146835,0.9514999985694885,0.09844772517681122,0.0005000000237487257
0.9470000267028809,0.10299351066350937,0.9488750100135803,0.104474738240242,0.0005000000237487257
0.9489062428474426,0.09701830893754959,0.9506250023841858,0.10580313205718994,0.0005000000237487257
0.9510937333106995,0.09541916847229004,0.953249990940094,0.1007412001490593,0.0005000000237487257
